,property_type,tenure,built_year,size_sqft,lat,lng,subzone,num_rooms,dist_mrt,dist_pri,dist_mall
0,0,0,1.0,1115,1.41439935,103.83719568172816,669741.7582417582,5.0,0.13828770056186443,0.06835817502576857,0.15403405207136625
1,0,0,2.0,1575,1.3725968000000002,103.87562460126242,874558.6206896552,6.0,0.4202161622683182,0.030495186899544172,0.13698205413282857
2,1,2,4.0,3070,1.2987726,103.895798,4979235.306122449,10.0,0.3194632809814715,0.2211318092220841,0.20432285669226552
3,1,2,4.0,958,1.3123637,103.80327091227252,2748468.389057751,5.0,0.1751666563424633,0.27046289831151404,0.22488895152722235
4,1,0,4.0,732,1.2739587,103.84363531310518,3596243.4782608696,3.0,0.08891594394725338,0.11531587594928606,0.1066950781196073
5,1,2,4.0,689,1.3393381,103.7638932,1825307.5376884423,4.0,0.32179370106261795,0.09572929689288918,0.34581238200352016
6,1,0,4.0,1076,1.31064045,103.85214926006608,2314576.6666666665,5.0,0.09629085246233235,0.061412991934143735,0.10255806183595054
7,1,2,3.0,700,1.3155347,103.825684432334,4043863.5164835164,2.0,0.12149683391035832,0.2738208366425619,0.2664186009694789
8,1,2,4.0,570,1.310429,103.80282102340084,3203207.1625344353,3.0,0.17902113332985325,0.304699423553906,0.208274296975038
9,1,2,4.0,646,1.32970335,103.90568292831622,1258711.0,3.0,0.1595353855953772,0.11745989345332775,0.43270894468018495
10,1,2,4.0,474,1.3393381,103.7638932,1825307.5376884423,2.0,0.32179370106261795,0.09572929689288918,0.34581238200352016
11,1,0,2.0,1227,1.36432355,103.83166833259988,3883643.023255814,6.0,0.04215690619335448,0.24971692112088892,0.27053140140735216
12,1,0,4.0,850,1.29988105,103.88811428633838,4979235.306122449,3.0,0.22666283362173378,0.31385353083143114,0.3251468928703614
13,0,0,2.0,1119,1.3816301,103.7421019293336,670167.5675675676,5.0,0.11676454483593207,0.10188566554612288,0.12418643474685195
14,0,0,1.0,980,1.328739,103.84453365993072,2037416.4502164503,5.0,0.1309521587984332,0.08381198391767776,0.06942612241835858
15,1,2,3.0,517,1.3129331,103.85686967571708,1613163.358778626,2.0,0.05614563584743977,0.16146635661764464,0.04727705777964606
16,1,0,3.0,6200,1.277361,103.84933771170438,7593629.787234043,11.0,0.09870126777012657,0.2640779815269783,0.09631665383560417
17,0,0,1.0,470,1.3737939,103.84901393695192,608030.612244898,2.0,0.1040847051722964,0.08301918404938577,0.045785998353718174
18,1,0,4.0,1496,1.304855,103.77377633404797,1974018.75,8.0,0.2191419828911365,0.3458375127366294,0.2160224518463608
19,1,0,2.0,2700,1.3642682,103.9675891,2146338.095238095,10.0,0.41123387860314936,0.1778362569434974,0.10996101902212994
20,0,0,2.0,1625,1.2943763,103.80448307932464,1793414.4927536233,6.0,0.04205475502129092,0.1034437870368816,0.15805431863237995
21,0,0,2.0,1560,1.3346024,103.90839720876184,1258711.0,5.0,0.00872694180558162,0.1304580364644249,0.5809901105138877
22,1,0,3.0,657,1.2946685,103.8500737,1663593.75,2.0,0.06011874662303736,0.08555593928158138,0.052901154527684145
23,2,2,4.0,4716,1.30062,103.892783,4979235.306122449,9.0,0.23533813468620146,0.24765673853761916,0.24806889869359533
24,0,0,1.0,721,1.35539535,103.95322139402808,824759.2920353982,4.0,0.04254936183267739,0.12054829681373938,0.2254979859769788
25,1,2,3.0,1561,1.30668715,103.83618134892708,3692170.0,5.0,0.1585112255809886,0.33414567757379376,0.07100493738552936
26,1,0,3.0,1098,1.277361,103.84933771170438,7593629.787234043,4.0,0.09870126777012657,0.2640779815269783,0.09631665383560417
27,1,2,1.0,1392,1.3196642,103.92376598402689,6542116.267942584,8.0,0.2933884228993139,0.0,0.20737992223720877
28,1,2,4.0,1281,1.3087662,103.8090654,3040404.210526316,6.0,0.23746512965025057,0.33358929296357054,0.3841196071660129
29,1,2,4.0,1130,1.3087662,103.8090654,3040404.210526316,5.0,0.23746512965025057,0.33358929296357054,0.3841196071660129
30,0,0,3.0,1001,1.4241899,103.8449321,1095748.051948052,5.0,0.3022070272184048,0.07596337629503787,0.192742374671488
31,1,0,4.0,452,1.30010805,103.84667445597408,2051387.6923076923,2.0,0.0326592220828488,0.16320918730979725,0.049686904059990794
32,1,2,4.0,1765,1.3443339,103.8786904,2091318.0693069308,8.0,0.06250447868961367,0.08500442478561102,0.2449042143099594
33,1,0,4.0,646,1.3031066,103.83293253725688,4182877.272727273,2.0,0.1818735944138378,0.40758031823959506,0.018979663102149685
34,1,0,4.0,2088,1.3116278,103.79388546155636,2730714.285714286,7.0,0.06863288962554438,0.30583289156621546,0.04513184134837203
35,0,0,3.0,1000,1.3870525,103.7722878,596478.0487804879,5.0,0.36055118982596457,0.0911922108610844,0.10279781185138863
36,0,0,1.0,721,1.3557437,103.8713719,3301209.1836734693,4.0,0.14189069419304126,0.12374307908587714,0.14786485159723262
37,0,0,2.0,1270,1.35451645,103.96138214424742,824759.2920353982,6.0,0.18658778051096467,0.04744524579864353,0.35471288113135097
38,1,0,4.0,657,1.3765249,103.7573796,1438887.7358490566,3.0,0.1303522237724997,0.1655350220708405,0.13084534249948385
39,2,2,2.0,4350,1.3444213,103.8376946,3883643.023255814,12.0,0.12359914728217107,0.11646511125714706,0.3372632509158674
40,1,0,3.0,1453,1.31525305,103.80335348540277,2748468.389057751,6.0,0.12250749663722742,0.20411363740440103,0.2549195244192691
41,0,0,2.0,1130,1.3359166999999998,103.9369443776042,1051038.888888889,5.0,0.12734961763823405,0.10192003384017644,0.3388779417852498
42,0,0,3.0,1001,1.4471173,103.8141757373453,1020535.7142857143,5.0,0.16573141154235096,0.11013357261870531,0.1495686540119828
43,2,2,3.0,5000,1.3870489,103.872999,4789706.349206349,11.0,0.5540872984354783,0.08705033330656206,0.10013252911180749
44,1,2,4.0,1313,1.3136277,103.8831086,1225914.5161290322,7.0,0.07471289358247327,0.13588860327375224,0.2856268274218586
45,0,0,1.0,1119,1.3499487,103.94994605,824759.2920353982,5.0,0.20336745424157335,0.03149893672935069,0.16036514152148346
46,1,2,4.0,936,1.310429,103.80282102340084,3203207.1625344353,5.0,0.17902113332985325,0.304699423553906,0.208274296975038
47,1,0,4.0,689,1.3252767,103.9326308,1715752.7777777778,4.0,0.30509135816710303,0.13458128689492688,0.08703507164546939
48,1,2,4.0,1819,1.27568865,103.83822499656318,3100974.0,9.0,0.13128455542141867,0.046006283002080865,0.21391217886607503
49,0,0,1.0,1130,1.37112775,103.95807671272708,780368.5185185185,5.0,0.24187215131899564,0.051352364422010105,0.19634559852043537
50,0,0,2.0,1313,1.34387085,103.7578477023541,1825307.5376884423,5.0,0.26241179950555577,0.05694743115476892,0.29209795314503
51,1,0,4.0,753,1.29773195,103.8559134735316,3338418.4331797236,4.0,0.07278701657528865,0.11325393263477662,0.014082729659422602
52,0,0,4.0,926,1.39734855,103.89235330638869,1140100.5813953488,5.0,0.17336584736010513,0.09658718854311645,0.16306734565106804
53,1,2,4.0,1281,1.31730585,103.83260746060152,4043863.5164835164,5.0,0.19160385738096422,0.07893096372241318,0.28155172320840527
54,1,0,4.0,904,1.29841635,103.85717773862802,3338418.4331797236,5.0,0.06687462790220061,0.14964603929350806,0.04300386684688424
55,0,0,1.0,1313,1.3766151999999998,103.94052928851568,1162804.938271605,6.0,0.2542311812353938,0.14897783541256931,0.06732196697442755
56,1,2,4.0,527,1.30397875,103.82269161887947,3233436.559139785,2.0,0.051451487115419005,0.3521712075361203,0.039856385167636836
57,3,2,3.0,7015,1.3171727,103.922284,6542116.267942584,12.0,0.2717630537763673,0.07995184565681573,0.2850102467133074
58,0,0,3.0,1001,1.3349051,103.87943952124174,1825863.8655462186,5.0,0.20494608005185483,0.11042833128391547,0.3183277870717733
59,1,0,4.0,958,1.44002835,103.82774103667388,1794092.7083333333,5.0,0.09667212183146008,0.21869224997109613,0.09203665777291954
60,0,0,3.0,1184,1.4243288500000002,103.84822482554188,1095748.051948052,6.0,0.3817370039120901,0.09468263912467034,0.2550721551492258
61,0,0,3.0,764,1.39704825,103.89393329199906,1140100.5813953488,4.0,0.14933640485795532,0.1280876503476187,0.1410364210129377
62,1,2,4.0,667,1.3123637,103.80327091227252,2748468.389057751,4.0,0.1751666563424633,0.27046289831151404,0.22488895152722235
63,1,0,4.0,1076,1.3113226999999998,103.85247580094573,2314576.6666666665,5.0,0.07748987742001798,0.05261443296390453,0.0995864652816195
64,2,2,3.0,4925,1.3307918,103.7577266,7148004.166666667,10.0,0.42078771020762246,0.3126141017029069,0.320338321236497
65,0,0,3.0,1140,1.2777916500000002,103.84140360852476,2040471.0526315789,5.0,0.0743272943144598,0.06870722809482206,0.12390123189216172
66,1,2,3.0,5985,1.3178998,103.8258621,4043863.5164835164,8.0,0.057408898016580126,0.25522734699382127,0.325351795457866
67,1,0,4.0,560,1.3027702,103.8694351,3174633.3333333335,2.0,0.1582232056767473,0.3359543548174317,0.0947369669812886
68,1,2,4.0,710,1.30397875,103.82269161887947,3233436.559139785,3.0,0.051451487115419005,0.3521712075361203,0.039856385167636836
69,0,0,1.0,796,1.3533064,103.951144,824759.2920353982,4.0,0.12108812802856728,0.05681227873136755,0.16780244413310794
70,0,0,2.0,969,1.4472891,103.7708303,489228.8888888889,5.0,0.4012371185260207,0.3689242711202855,0.4554737000899392
71,0,0,2.0,1270,1.3416378,103.70553212628354,665005.7471264368,6.0,0.08195208808482286,0.19050275253710303,0.059517740193098675
72,1,2,4.0,1884,1.3393381,103.7638932,1825307.5376884423,9.0,0.32179370106261795,0.09572929689288918,0.34581238200352016
73,0,0,1.0,645,1.3048464,103.8625836,845026.6666666666,4.0,0.06730589915582023,0.14830755697884818,0.06571291230120227
74,0,0,3.0,1001,1.31507315,103.86063151014405,1002271.5789473684,5.0,0.07255600304016373,0.20604943767142336,0.1537245196795542
75,0,0,1.0,990,1.37365485,103.85697538402584,608030.612244898,5.0,0.22296611869157495,0.03945867729258193,0.25778766636711
76,1,2,3.0,3966,1.3555426,103.8802545,1933913.698630137,11.0,0.17925527269545508,0.20131538344961697,0.06521665150869077
77,1,2,4.0,1195,1.3136277,103.8831086,1225914.5161290322,7.0,0.07471289358247327,0.13588860327375224,0.2856268274218586
78,1,0,4.0,1421,1.2739587,103.84363531310518,3596243.4782608696,5.0,0.08891594394725338,0.11531587594928606,0.1066950781196073
79,1,2,3.0,1603,1.2915065499999998,103.83670439151769,2767717.8571428573,6.0,0.20649191267949404,0.34861873103635777,0.14048789716776333
80,0,0,1.0,1291,1.3620961,103.7444601867664,568600.0,5.0,0.2180473138308766,0.12575924994457582,0.3566839160779083
81,0,0,3.0,1367,1.39490445,103.87994825262744,1010409.375,8.0,0.42740282539855473,0.15245312125792757,0.13756463247230422
82,1,0,3.0,752,1.4275711,103.78575216457712,1204784.9315068494,3.0,0.20176611749141607,0.14523044365410473,0.2095257784856815
83,1,2,4.0,936,1.310429,103.80282102340084,3203207.1625344353,5.0,0.17902113332985325,0.304699423553906,0.208274296975038
84,1,2,4.0,1281,1.3443339,103.8786904,2091318.0693069308,8.0,0.06250447868961367,0.08500442478561102,0.2449042143099594
85,0,0,3.0,1022,1.3175466999999998,103.89851880043382,2082852.205882353,5.0,0.13954361416114067,0.1867118488473521,0.1300796681934673
86,0,0,2.0,1011,1.4501476,103.8157699,1020535.7142857143,5.0,0.11801265977046345,0.019981443138209494,0.11666860482786634
87,1,2,4.0,1345,1.3087662,103.8090654,3040404.210526316,7.0,0.23746512965025057,0.33358929296357054,0.3841196071660129
88,0,0,2.0,1905,1.4290407,103.7720746,1204784.9315068494,9.0,0.10719157467304032,0.14548528642046904,0.24799558246774595
89,0,0,2.0,1205,1.3580925,103.84217392551992,1376068.4210526317,5.0,0.26133502844549006,0.3133498369774125,0.27489103600301973
90,0,0,3.0,1185,1.4170170999999998,103.84503465472268,1245995.1923076923,7.0,0.32460759784610693,0.16851552331817996,0.1095717322987301
91,0,0,1.0,1119,1.32616425,103.90216178147097,690203.0303030303,5.0,0.1286815039830473,0.06931134172971523,0.29537023552778086
92,0,0,2.0,1825,1.4377016,103.77733635,624476.3636363636,7.0,0.16414050914540168,0.1468109164197203,0.13624838785124516
93,0,0,3.0,990,1.3984628,103.9190743,949626.8115942029,5.0,0.5045557261220177,0.027842279561367714,0.1980094408099556
94,1,0,4.0,1679,1.36679605,103.8865753660334,2366474.4,9.0,0.18211909024502754,0.15783689145875174,0.20476984132709514
95,2,2,2.0,4350,1.3444213,103.8376946,3883643.023255814,16.0,0.12359914728217107,0.11646511125714706,0.3372632509158674
96,1,2,4.0,797,1.3086965,103.8981317,2056186.4864864864,5.0,0.24375711114347592,0.11305851969315774,0.15705056603913006
97,1,2,4.0,1259,1.330403,103.7949393,3614420.202020202,8.0,0.053289593919832956,0.3123760489664953,0.2196268096596147
98,0,0,2.0,969,1.3120277,103.85167627533578,2314576.6666666665,5.0,0.08717282828846255,0.02322261166425015,0.1278359622719822
99,1,0,3.0,786,1.4350322,103.84433307382491,1095748.051948052,5.0,0.2925600425011333,0.17242765925902992,0.29130040203757657
100,0,0,2.0,1076,1.3402661,103.69576086640916,665005.7471264368,5.0,0.08250412707458255,0.0938360905562055,0.05518701539120554
101,1,2,4.0,990,1.330403,103.7949393,3614420.202020202,5.0,0.053289593919832956,0.3123760489664953,0.2196268096596147
102,1,0,4.0,1302,1.44002835,103.82774103667388,1794092.7083333333,8.0,0.09667212183146008,0.21869224997109613,0.09203665777291954
103,1,0,3.0,678,1.3526158,103.85088456895812,999163.2911392405,4.0,0.05750675655165394,0.14763653845949717,0.081227822989049
104,0,0,3.0,1248,1.2810166,103.80929125585544,1743313.043478261,6.0,0.2776051888275318,0.12785668941415454,0.20701783167201307
105,2,2,3.0,7000,1.46136225,103.83614823161346,5033104.545454546,12.0,0.5226213053593923,0.4563465754848448,0.5244134891140326
106,0,0,2.0,1076,1.3716072499999998,103.87540214808246,874558.6206896552,5.0,0.4031118398983577,0.047997393858518575,0.1598326499766354
107,0,0,3.0,1216,1.4241899,103.8449321,1095748.051948052,5.0,0.3022070272184048,0.07596337629503787,0.192742374671488
